Date,Open,High,Low,Close,Adj Close,Volume
2012-10-28,21.245714,21.535715,20.526785,20.600000,17.877693,1470674800
2012-11-04,20.840000,21.097857,19.061428,19.537857,16.955915,3683761200
2012-11-11,19.791071,19.803572,18.062500,18.845715,16.429937,3582726000
2012-11-18,19.311071,20.428572,19.281429,20.410715,17.794329,2111900000
2012-11-25,20.567858,21.223215,20.437857,20.902857,18.223381,2590792400
2012-12-02,21.201786,21.235357,18.522499,19.044643,16.603369,3930239600
2012-12-09,18.750000,19.627142,18.056429,18.206785,15.872908,3344812800
2012-12-16,18.176071,19.103571,17.901072,18.547501,16.169952,2910619600
2012-12-23,18.583929,18.723215,18.023571,18.199642,15.866683,1287588400
2012-12-30,18.233213,19.821428,18.178572,18.821428,16.408764,2167309200
2013-01-06,18.642857,18.996071,18.400000,18.582144,16.200155,2302120800
2013-01-13,17.952858,18.241072,17.263571,17.857143,15.568091,3228386000
2013-01-20,18.020000,18.392500,15.535714,15.710000,13.696181,3991934800
2013-01-27,15.636786,16.521429,15.566428,16.200714,14.123990,2632649600
2013-02-03,16.211071,17.100357,15.785714,16.963572,14.789059,2981910400
2013-02-10,17.017857,17.319286,16.425714,16.434286,14.411122,2348771600
2013-02-17,16.467857,16.526072,15.815000,16.100357,14.118299,1689923200
2013-02-24,16.208929,16.254286,15.356428,15.373929,13.481304,2336392800
2013-03-03,15.278571,15.551071,14.964286,15.418571,13.520451,2541394800
2013-03-10,15.348214,15.865357,15.183572,15.845000,13.894380,2293533200
2013-03-17,15.766071,16.503571,15.757143,16.496786,14.465927,2219994000
2013-03-24,16.596071,16.783928,15.772142,15.809286,13.863063,1569506400
2013-03-31,15.782143,15.846429,14.988571,15.114285,13.253622,2024610000
2013-04-07,15.173214,15.642500,15.088928,15.350000,13.460317,1550348800
2013-04-14,15.250000,15.281786,13.753572,13.947500,12.230474,2843920800
2013-04-21,14.022857,14.956072,13.973928,14.900000,13.065718,3212745200
2013-04-28,15.016071,16.186787,15.000000,16.070715,14.092308,2621903200
2013-05-05,16.275356,16.633928,16.088572,16.177500,14.185951,2186332400
2013-05-12,16.125357,16.353571,14.960714,15.473572,13.658489,2536788800
2013-05-19,15.425357,16.012501,15.360714,15.898214,14.033321,1979826800
2013-05-26,16.067858,16.325001,15.692857,16.061787,14.177704,1454544000
2013-06-02,16.097500,16.229643,15.456072,15.778929,13.928027,1777140400
2013-06-09,15.883214,16.038572,15.303572,15.358929,13.557298,1559191200
2013-06-16,15.408571,15.560715,14.575000,14.767858,13.035559,1603809200
2013-06-23,14.550000,14.595000,13.888214,14.161786,12.500582,2078395200
2013-06-30,14.381785,15.117500,14.329286,14.907857,13.159135,1375872400
2013-07-07,15.003928,15.349643,14.656428,15.232500,13.445695,1537984000
2013-07-14,15.178928,15.531072,15.148929,15.176785,13.396521,1145046000
2013-07-21,15.337857,15.878214,14.953929,15.749643,13.902179,1598774800
2013-07-28,15.742857,16.530357,15.721429,16.519285,14.581540,1361472000
2013-08-04,16.596071,16.853214,16.201786,16.230356,14.326505,1475213600
2013-08-11,16.316429,18.008928,16.308214,17.940357,15.940481,2855347600
2013-08-18,18.012142,18.347857,17.792856,17.893572,15.898906,1672025600
2013-08-25,17.883928,18.221428,17.357143,17.400715,15.460996,1574717200
2013-09-01,17.610714,17.937143,17.405357,17.793571,15.810059,1272854800
2013-09-08,18.035715,18.139999,16.596428,16.603571,14.752709,2685466000
2013-09-15,16.464285,17.091072,15.972143,16.693214,14.832358,2503793600
2013-09-22,17.717857,17.746786,17.168571,17.241072,15.319146,1908670400
2013-09-29,17.044643,17.583929,16.943214,17.251072,15.328030,1484845600
2013-10-06,17.377142,17.637142,17.081429,17.600357,15.638381,1451276400
2013-10-13,17.493929,18.187857,17.476786,18.174643,16.148647,1377208000
2013-10-20,18.277500,19.043928,18.143929,18.784286,16.690334,1968450400
2013-10-27,18.894285,19.258928,18.376429,18.572500,16.502153,2090998000
2013-11-03,18.610714,18.888929,18.299286,18.591429,16.518970,1275153600
2013-11-10,18.571072,18.902857,18.371786,18.749643,16.756813,1229289600
2013-11-17,18.749643,18.828215,18.345358,18.564285,16.591160,1133552000
2013-11-24,18.607857,19.940357,18.607143,19.859642,17.748837,1312270400
2013-12-01,19.928572,20.540714,19.672142,20.000713,17.874914,2093254800
2013-12-08,20.032143,20.391787,19.773928,19.801071,17.696489,1553594000
2013-12-15,19.822144,20.094286,19.242857,19.607857,17.523817,1835080800
2013-12-22,20.285715,20.424286,19.982143,20.003214,17.877150,1098753600
2013-12-29,19.909286,20.045713,19.301071,19.320715,17.267195,1103866400
2014-01-05,19.194643,19.530714,18.968214,19.033571,17.010567,1572474400
2014-01-12,18.925358,20.007143,18.924286,19.309643,17.257294,1758710800
2014-01-19,19.321072,19.903214,19.300714,19.502501,17.429659,1541106000
2014-01-26,19.645357,19.814285,17.626785,17.878571,15.978329,3266510800
2014-02-02,17.950357,18.676071,17.832144,18.559999,16.587328,1734535600
2014-02-09,18.523571,19.499287,18.500000,19.428215,17.467201,1516239200
2014-02-16,19.500000,19.685358,18.735714,18.758928,16.865467,1158662400
2014-02-23,18.683929,19.026785,18.414286,18.794285,16.897257,1470929600
2014-03-02,18.693571,19.098215,18.671785,18.944286,17.032114,1104202400
2014-03-09,18.870001,19.273571,18.678572,18.738928,16.847494,1152076800
2014-03-16,18.846428,19.151428,18.757143,19.031071,17.110138,1216392800
2014-03-23,19.229286,19.607143,19.080357,19.173571,17.238264,1360357600
2014-03-30,19.258215,19.410000,18.949286,18.993572,17.076431,987445200
2014-04-06,18.857857,19.008572,18.469286,18.557501,16.684374,1251278000
2014-04-13,18.639286,18.848572,18.261786,18.747858,16.855518,971264000
2014-04-20,18.762142,20.428215,18.712856,20.426428,18.364656,1930238800
2014-04-27,20.457144,21.408215,20.448214,21.163572,19.027393,1899066400
2014-05-04,21.076429,21.586071,20.726072,20.912144,18.801348,1466390800
2014-05-11,20.981785,21.340357,20.907143,21.339643,19.292860,1046452400
2014-05-18,21.351786,21.954643,21.333214,21.933214,19.829494,1182420400
2014-05-25,21.995714,23.006071,21.986786,22.607143,20.438786,1604842400
2014-06-01,22.641428,23.259285,22.232143,23.056072,20.844652,1651286000
2014-06-08,23.174999,23.762501,22.719999,22.820000,20.631224,1172588000
2014-06-15,22.877501,23.187500,22.725000,22.727501,20.547600,940908000
2014-06-22,22.830000,23.000000,22.412500,22.995001,20.789442,865028000
2014-06-29,23.025000,23.525000,23.022499,23.507500,21.252779,556248400
2014-07-06,23.535000,24.200001,23.379999,23.805000,21.521749,927320000
2014-07-13,23.965000,24.275000,23.142500,23.607500,21.343189,995880800
2014-07-20,23.747499,24.469999,23.430000,24.417500,22.075497,1105568000
2014-07-27,24.455000,24.860001,23.702499,24.032499,21.727428,947300000
2014-08-03,24.092501,24.145000,23.320000,23.684999,21.413260,892100000
2014-08-10,23.817499,24.547501,23.709999,24.495001,22.255726,717452000
2014-08-17,24.622499,25.367500,24.495001,25.330000,23.014387,989328000
2014-08-24,25.447500,25.725000,25.174999,25.625000,23.282417,955384000
2014-08-31,25.764999,25.934999,24.447500,24.742500,22.480597,1292640000
2014-09-07,24.825001,25.770000,24.035000,25.415001,23.091621,1848207200
2014-09-14,25.702499,25.762501,24.722500,25.240000,22.932617,1189411600
2014-09-21,25.450001,25.735001,24.430000,25.187500,22.884920,1355299600
2014-09-28,24.662500,25.385000,24.510000,24.905001,22.628239,990996400
2014-10-05,24.987499,25.594999,24.577499,25.182501,22.880367,1121032800
2014-10-12,25.332500,25.445000,23.795000,24.417500,22.185303,1434159200
2014-10-19,24.580000,26.372499,24.555000,26.305000,23.900255,1434131600
2014-10-26,26.212500,27.010000,26.174999,27.000000,24.531713,880922400
2014-11-02,27.055000,27.575001,26.930000,27.252501,24.761139,799811600
2014-11-09,27.254999,28.547501,27.100000,28.545000,26.047941,820666800
2014-11-16,28.567499,29.392500,28.325001,29.117500,26.570360,933658800
2014-11-23,29.212500,29.937500,29.155001,29.732500,27.131556,727495600
2014-11-30,29.702499,29.812500,27.817499,28.750000,26.235003,1066358800
2014-12-07,28.525000,28.712500,27.337500,27.432501,25.032759,1039472000
2014-12-14,27.674999,28.309999,26.565001,27.945000,25.500427,1315426400
2014-12-21,28.040001,28.629999,27.992500,28.497499,26.004597,477586000
2014-12-28,28.447500,28.692499,26.837500,27.332500,24.941502,608353600
2015-01-04,27.072500,28.312500,26.157499,28.002501,25.552891,1133010000
2015-01-11,28.150000,28.200001,26.299999,26.497499,24.179548,1216906400
2015-01-18,26.959999,28.437500,26.625000,28.245001,25.774179,794948000
2015-01-25,28.434999,30.000000,27.257500,29.290001,26.727770,1863370800
2015-02-01,29.512501,30.127501,29.020000,29.732500,27.131556,1083029200
2015-02-08,29.637501,31.870001,29.607500,31.770000,29.105240,1212827200
2015-02-15,31.872499,32.375000,31.730000,32.375000,29.659492,777419600
2015-02-22,32.505001,33.400002,31.652500,32.115002,29.421301,1472864800
2015-03-01,32.312500,32.570000,31.440001,31.650000,28.995304,987754000
2015-03-08,31.990000,32.392502,30.407499,30.897499,28.305916,1306056400
2015-03-15,30.969999,32.312500,30.717501,31.475000,28.834986,1066691600
2015-03-22,31.780001,32.009998,30.650000,30.812500,28.228050,837305200
2015-03-29,31.012501,31.622499,30.775000,31.330000,28.702143,648127200
2015-04-05,31.117500,32.029999,31.082500,31.775000,29.109816,728830000
2015-04-12,32.092499,32.142502,31.115000,31.187500,28.571594,684744400
2015-04-19,31.392500,32.657501,31.292500,32.570000,29.838139,829762800
2015-04-26,33.077499,33.634998,31.145000,32.237499,29.533524,1683889200
2015-05-03,32.375000,32.642502,30.840000,31.905001,29.228916,1087568000
2015-05-10,31.847500,32.372501,31.205000,32.192501,29.615492,833206000
2015-05-17,32.095001,33.242500,32.090000,33.134998,30.482548,869189600
2015-05-24,33.150002,33.227501,32.279999,32.570000,29.962772,792594400
2015-05-31,32.570000,32.847500,32.090000,32.162498,29.587891,683363200
2015-06-07,32.224998,32.544998,31.405001,31.792500,29.247511,880458400
2015-06-14,31.525000,32.077499,31.427500,31.650000,29.116421,794100800
2015-06-21,31.872499,32.450001,31.627501,31.687500,29.150913,782376000
2015-06-28,31.365000,31.735001,31.120001,31.610001,29.079618,603927600
2015-07-05,31.235001,31.557501,29.805000,30.820000,28.352858,1102873200
2015-07-12,31.257500,32.404999,31.080000,32.404999,29.810978,756979600
2015-07-19,32.742500,33.242500,30.497499,31.125000,28.633448,1377076000
2015-07-26,30.772499,30.977501,30.227501,30.325001,27.897482,766394400
2015-08-02,30.375000,30.642500,28.025000,28.879999,26.568155,1540002400
2015-08-09,29.132500,29.997499,27.407499,28.990000,26.790066,1378868800
2015-08-16,29.010000,29.412500,26.412500,26.440001,24.433575,1282036000
2015-08-23,23.717501,28.327499,23.000000,28.322500,26.173218,2001452000
2015-08-30,28.007500,28.632500,26.840000,27.317499,25.244492,1192776800
2015-09-06,27.937500,28.552500,27.442499,28.552500,26.385771,1010650800
2015-09-13,29.145000,29.222500,27.967501,28.362499,26.210186,1109104000
2015-09-20,28.417500,29.172501,28.092501,28.677500,26.501280,970785200
2015-09-27,28.462500,28.642500,26.827499,27.594999,25.500929,1255585200
2015-10-04,27.469999,28.070000,27.052500,28.030001,25.902922,1047091200
2015-10-11,28.182501,28.187500,27.389999,27.760000,25.653408,739540000
2015-10-18,27.700001,29.807501,27.527500,29.770000,27.510878,886172800
2015-10-25,29.520000,30.305000,28.497499,29.875000,27.607912,1289448800
2015-11-01,30.200001,30.955000,29.902500,30.264999,27.968309,780813600
2015-11-08,30.240000,30.452499,28.067499,28.084999,26.064838,866221200
2015-11-15,27.844999,29.980000,27.750000,29.825001,27.679680,759924800
2015-11-22,29.817499,29.932501,29.280001,29.452499,27.333977,438881600
2015-11-29,29.497499,29.852501,28.555000,29.757500,27.617037,827063200
2015-12-06,29.745001,29.965000,28.212500,28.295000,26.259735,755416000
2015-12-13,28.045000,28.200001,26.452499,26.507500,24.600809,1260425600
2015-12-20,26.820000,27.250000,26.392500,27.007500,25.064844,506431200
2015-12-27,26.897499,27.357500,26.205000,26.315001,24.422157,495046000
2016-01-03,25.652500,26.462500,24.107500,24.240000,22.496408,1375160800
2016-01-10,24.742500,25.297501,23.840000,24.282499,22.535858,1217348800
2016-01-17,24.602501,25.365000,23.355000,25.355000,23.531210,973536400
2016-01-24,25.379999,25.382500,23.097500,24.334999,22.584578,1521346000
2016-01-31,24.117500,24.332500,23.422501,23.504999,21.814280,868619200
2016-02-07,23.282499,24.087500,23.147499,23.497499,21.925650,924489200
2016-02-14,23.754999,24.722500,23.652500,24.010000,22.403870,673265200
2016-02-21,24.077499,24.504999,23.330000,24.227501,22.606819,636211600
2016-02-28,24.215000,25.937500,24.162500,25.752501,24.029806,807215200
2016-03-06,25.597500,25.707500,25.037500,25.565001,23.854849,622057200
2016-03-13,25.477501,26.625000,25.445000,26.480000,24.708641,728292800
2016-03-20,26.482500,26.912500,26.222500,26.417500,24.650322,479134400
2016-03-27,26.500000,27.605000,26.219999,27.497499,25.658073,591860000
2016-04-03,27.605000,28.047501,27.030001,27.165001,25.347818,582890400
2016-04-10,27.242500,28.097500,27.165001,27.462500,25.625418,649240000
2016-04-17,27.222500,27.237499,26.155001,26.420000,24.652653,756212000
2016-04-24,26.250000,26.412500,23.127501,23.434999,21.867334,1397696400
2016-05-01,23.492500,23.975000,22.962500,23.180000,21.629393,902429200
2016-05-08,23.250000,23.442499,22.367500,22.629999,21.244749,864199200
2016-05-15,23.097500,23.857500,22.912500,23.805000,22.347820,850828800
2016-05-22,23.967501,25.182501,23.917500,25.087500,23.551815,816000000
2016-05-29,24.900000,25.100000,24.157499,24.480000,22.981503,560708000
2016-06-05,24.497499,25.472500,24.387501,24.707500,23.195082,499457600
2016-06-12,24.672501,24.780001,23.825001,23.832500,22.373636,766930400
2016-06-19,24.000000,24.222500,23.162500,23.350000,21.920677,826916000
2016-06-26,23.250000,24.117500,22.875000,23.972500,22.505070,737313600
2016-07-03,23.847500,24.222500,23.592501,24.170000,22.690481,450824000
2016-07-10,24.187500,24.825001,24.182501,24.695000,23.183344,571642400
2016-07-17,24.674999,25.250000,24.577499,24.665001,23.155182,590262000
2016-07-24,24.562500,26.137501,24.105000,26.052500,24.457745,1026284000
2016-07-31,26.102501,26.912500,26.000000,26.870001,25.225204,680596800
2016-08-07,26.879999,27.235001,26.790001,27.045000,25.527033,498023200
2016-08-14,27.035000,27.557501,27.020000,27.340000,25.805471,529485600
2016-08-21,27.215000,27.330000,26.577499,26.735001,25.234430,494422000
2016-08-28,26.655001,27.000000,26.375000,26.932501,25.420847,532002400
2016-09-04,26.975000,27.190001,25.782499,25.782499,24.335394,675214800
2016-09-11,25.662500,29.032499,25.632500,28.730000,27.117458,1552912800
2016-09-18,28.797501,29.045000,27.887501,28.177500,26.595964,804382800
2016-09-25,27.910000,28.660000,27.887501,28.262501,26.676199,625536000
2016-10-02,28.177500,28.639999,28.070000,28.514999,26.914526,504117600
2016-10-09,28.754999,29.672501,28.680000,29.407499,27.756927,834833600
2016-10-16,29.332500,29.552500,28.450001,29.150000,27.513885,462126000
2016-10-23,29.275000,29.590000,28.327499,28.430000,26.834291,840902400
2016-10-30,28.412500,28.557501,27.027500,27.209999,25.682770,625386000
2016-11-06,27.520000,27.930000,26.457500,27.107500,25.717388,829076000
2016-11-13,26.927500,27.635000,26.020000,27.514999,26.103992,793365600
2016-11-20,27.530001,28.105000,27.502501,27.947500,26.514313,376529600
2016-11-27,27.857500,28.117500,27.212500,27.475000,26.066044,622000000
2016-12-04,27.500000,28.674999,27.062500,28.487499,27.026619,607958400
2016-12-11,28.322500,29.182501,28.122499,28.992500,27.505724,780062400
2016-12-18,28.950001,29.375000,28.897499,29.129999,27.636169,453292000
2016-12-25,29.129999,29.504999,28.857500,28.955000,27.470144,339314400
2017-01-01,28.950001,29.540001,28.690001,29.477501,27.965857,415382000
2017-01-08,29.487499,29.982500,29.485001,29.760000,28.233862,555242800
2017-01-15,29.584999,30.125000,29.555000,30.000000,28.461563,465392000
2017-01-22,30.000000,30.610001,29.875000,30.487499,28.924057,498157200
2017-01-29,30.232500,32.622501,30.155001,32.270000,30.615150,999124800
2017-02-05,32.282501,33.235001,32.224998,33.029999,31.336170,545796800
2017-02-12,33.270000,34.067501,33.187500,33.930000,32.329590,546670000
2017-02-19,34.057499,34.369999,33.820000,34.165001,32.553505,351635600
2017-02-26,34.285000,35.070000,34.070000,34.945000,33.296707,509896000
2017-03-05,34.842499,34.994999,34.262501,34.785000,33.144257,398688800
2017-03-12,34.712502,35.255001,34.705002,34.997501,33.346737,486158400
2017-03-19,35.099998,35.700001,34.932499,35.160000,33.501568,518696000
2017-03-26,34.847500,36.125000,34.654999,35.915001,34.220959,508035600
2017-04-02,35.927502,36.365002,35.762501,35.834999,34.144726,421664800
2017-04-09,35.900002,35.970001,35.014999,35.262501,33.599232,349942800
2017-04-16,35.369999,35.730000,35.112499,35.567501,33.889851,356994000
2017-04-23,35.875000,36.224998,35.794998,35.912498,34.218575,364614800
2017-04-30,36.275002,37.244999,36.067501,37.240002,35.483456,701406800
2017-05-07,37.257500,39.105000,37.257500,39.025002,37.184258,693882400
2017-05-14,39.002499,39.162498,37.427502,38.264999,36.610600,629419600
2017-05-21,38.500000,38.724998,38.167500,38.402500,36.742161,412906000
2017-05-28,38.355000,38.862499,38.055000,38.862499,37.182270,355011600
2017-06-04,38.584999,38.994999,36.505001,37.244999,35.634693,636638800
2017-06-11,36.435001,36.875000,35.549999,35.567501,34.029736,882121600
2017-06-18,35.915001,36.790001,35.915001,36.570000,34.988884,533012000
2017-06-25,36.792500,37.070000,35.570000,36.005001,34.448315,508240800
2017-07-02,36.220001,36.325001,35.602501,36.044998,34.486584,316711600
2017-07-09,36.027500,37.332500,35.842499,37.259998,35.649052,444353600
2017-07-16,37.205002,37.935001,37.142502,37.567501,35.943256,424326400
2017-07-23,37.645000,38.497501,36.825001,37.375000,35.759083,423272400
2017-07-30,37.474998,39.937500,37.032501,39.097500,37.407112,691234000
2017-08-06,39.264999,40.457500,38.657501,39.369999,37.667828,605076400
2017-08-13,39.830002,40.627499,39.180000,39.375000,37.820560,538514000
2017-08-20,39.375000,40.185001,38.777500,39.965000,38.387260,450684800
2017-08-27,40.035000,41.235001,39.982498,41.012501,39.393410,504514800
2017-09-03,40.937500,41.062500,39.632500,39.657501,38.091904,406640800
2017-09-10,40.125000,40.990002,39.477501,39.970001,38.392063,884310000
2017-09-17,40.027500,40.125000,37.639999,37.972500,36.473415,744754000
2017-09-24,37.497501,38.680000,37.290001,38.529999,37.008904,619427200
2017-10-01,38.564999,38.872501,38.115002,38.825001,37.292255,375137200
2017-10-08,38.952499,39.500000,38.775002,39.247501,37.698090,325219200
2017-10-15,39.474998,40.217499,38.755001,39.062500,37.520390,504205200
2017-10-22,39.222500,40.900002,38.817501,40.762501,39.153267,489613200
2017-10-29,40.972500,43.564999,40.930000,43.125000,41.422508,860709600
2017-11-05,43.092499,44.060001,42.930000,43.667500,41.943584,553701600
2017-11-12,43.375000,43.625000,42.095001,42.537498,41.005077,465838800
2017-11-19,42.572498,43.875000,42.389999,43.742500,42.166676,324037200
2017-11-26,43.762501,43.770000,41.790001,42.762501,41.221973,680394000
2017-12-03,43.119999,43.154999,41.615002,42.342499,40.817101,549924400
2017-12-10,42.299999,43.542500,42.197498,43.492500,41.925674,556588800
2017-12-17,43.720001,44.299999,43.312500,43.752499,42.176311,470529600
2017-12-24,42.700001,42.962502,42.305000,42.307499,40.783367,388655200
2017-12-31,42.540001,43.842499,42.314999,43.750000,42.173893,404673600
2018-01-07,43.587502,44.340000,43.250000,44.272499,42.677582,440790000
2018-01-14,44.474998,45.025002,43.767502,44.615002,43.007744,510284800
2018-01-21,44.325001,44.860001,42.514999,42.877499,41.332829,766299200
2018-01-28,42.540001,42.540001,40.025002,40.125000,38.679497,1051968400
2018-02-04,39.775002,40.970001,37.560001,39.102501,37.693829,1270616000
2018-02-11,39.625000,43.705002,39.377499,43.107498,41.723969,901347600
2018-02-18,43.012501,43.912498,42.752499,43.875000,42.466835,544825600
2018-02-25,44.087502,45.154999,43.112499,44.052502,42.638641,808513600
2018-03-04,43.802502,45.000000,43.567501,44.994999,43.550888,559410800
2018-03-11,45.072498,45.875000,44.404999,44.505001,43.076622,621670000
2018-03-18,44.330002,44.367500,41.235001,41.235001,39.911564,690682800
2018-03-25,42.017502,43.787498,41.297501,41.945000,40.598782,634123200
2018-04-01,41.660000,43.557499,41.117500,42.095001,40.743973,657635200
2018-04-08,42.470001,43.959999,42.462502,43.682499,42.280510,511486000
2018-04-15,43.757500,44.735001,41.357498,41.430000,40.100307,676952800
2018-04-22,41.707500,41.730000,40.157501,40.580002,39.277592,648833600
2018-04-29,40.532501,46.062500,40.459999,45.957500,44.482498,1011222800
2018-05-06,46.294998,47.592499,45.917500,47.147499,45.634308,593067600
2018-05-13,47.252499,47.382500,46.275002,46.577499,45.256443,396995200
2018-05-20,47.000000,47.412498,46.439999,47.145000,45.807850,377579600
2018-05-27,46.900002,47.564999,46.535000,47.560001,46.211071,368519600
2018-06-03,47.910000,48.549999,47.442501,47.924999,46.565727,467079200
2018-06-10,47.837502,48.220001,47.064999,47.209999,45.871010,560749200
2018-06-17,46.970001,47.305000,45.862499,46.230000,44.918793,502417600
2018-06-24,45.849998,46.820000,45.182499,46.277500,44.964947,486482000
2018-07-01,45.955002,47.107498,45.855000,46.992500,45.659668,263102000
2018-07-08,47.375000,47.959999,46.902500,47.832500,46.475845,340328800
2018-07-15,47.880001,48.162498,47.299999,47.860001,46.502579,351736000
2018-07-22,47.669998,48.990002,47.389999,47.744999,46.390831,377988800
2018-07-29,47.974998,52.185001,47.267502,51.997501,50.522717,896758400
2018-08-05,52.000000,52.445000,51.130001,51.882500,50.410973,486568400
2018-08-12,52.327499,54.487499,51.924999,54.395000,53.037575,557495600
2018-08-19,54.525002,54.794998,53.459999,54.040001,52.691441,451300800
2018-08-26,54.287498,57.217499,54.082500,56.907501,55.487377,650762400
